"Id","Date","Time","Question","Details","Answer","Notes","Entered By","Format","Research","Borrow Return","Technology","Administrative","Other","Ticket #"
"o34602705","2021-02-21","16:00","Hi, I am looking for articles related to children with cerebral palsy","","Jaylyn: Hi, I am looking for articles related to children with cerebral palsy<br />
Tenia McDow: Ok I can help with that tell me are there any authors you want? <br />
Jaylyn: No specific authors<br />
Tenia McDow: for example here is one book called Effective SLP interventions for children with cerebral palsy : NDT/traditional/eclectic<br />
Its an ebook you can view at home<br />
Jaylyn: Thanks for the help!<br />
Tenia McDow: https://ncat.on.worldcat.org/search?queryString=children+with+cerebral+palsy<br />
here is the Bluford library website where you can find everything you need.","","Tenia McDow","LibChat","Find E-Book","","","","",""
"o34602795","2021-02-21","16:14","Are there any pictures of the Quilt available online?","","Trinity Pettway: Are there any pictures of the Quilt available online?<br />
Anna White: Here's a picture from out website: http://www.library.ncat.edu/resources/archives/quilt.html<br />
Trinity Pettway: thank you so much!<br />
Anna White: Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","Anna White","LibChat","","","","","Other Information",""
"o34603590","2021-02-21","18:15","I am trying to find articles related to lgbt student life.","","Destiny: I am trying to find articles related to lgbt student life.<br />
Anna White: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
Destiny: ty<br />
Anna White: Heres a link to the articles I found in our catalog: https://ncat.on.worldcat.org/search?sortKey=LIBRARY&amp;databaseList=&amp;queryString=lgbt+student+life&amp;changedFacet=format&amp;overrideStickyFacetDefault=&amp;selectSortKey=LIBRARY&amp;overrideGroupVariant=&amp;overrideGroupVariantValue=&amp;scope=sz%3A31512&amp;subformat=Artchap%3A%3Aartchap_artcl&amp;year=all&amp;yearFrom=&amp;yearTo=&amp;author=all&amp;topic=all&amp;database=all&amp;language=all<br />
Destiny: Thank you so much!!<br />
Anna White: Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","Anna White","LibChat","Find Article","","","","",""
"o34604098","2021-02-21","20:11","Hi. I am trying to find copies of dissertations by our own PhDs","","Aaron West: Hi. I am trying to find copies of dissertations by our own PhDs<br />
Anna White: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
You can find copies of NC A&amp;T dissertations here: https://digital.library.ncat.edu/dissertations/<br />
Can I assist you with anything else?<br />
Aaron West: Yes.<br />
Is there a way to access more recent dissertations? Anything after 2015 is not in there.<br />
Anna White: Unfortunately, that is our only collection of dissertations by A&amp;T students.  Are you looking for something in particular?  I may be able to locate it for you elsewhere.<br />
Aaron West: Yes, maybe you can. Hand on<br />
I am  looking for ""Ida B. Wells-Barnett: A Transformative Leader"" by Dr. Pernella K. Koonce. This is her dissertation from here in 2019<br />
I have seen more dissertations in the in our catalog before but I can't remember how I got there. Something about ""advanced search""....","","Anna White","LibChat","Find Thesis/Dissertation","","","","",""
"o34604123","2021-02-21","20:17","Sorry. I keep navigating away from the page and that ends the chat.","","Aaron West: Sorry. I keep navigating away from the page and that ends the chat.<br />
Anna White: That's okay, I wasn't able to find it in other areas of our collection.  I recommend submitting an ILL request and our staff will try and get a copy for you.  The form to submit an ILL can be found on this webpage: http://www.library.ncat.edu/services/ill.html<br />
Aaron West: Thanks. At one point, I was able to see more dissertations. I even printed some. I just need to figure out what database they are in.","","Anna White","LibChat","","ILL","","","",""
"o34604191","2021-02-21","20:33","I have one more question about dissertations","","Aaron West: I have one more question about dissertations<br />
Anna White: Sure, how can I help you?<br />
Aaron West: I just wan to confirm that, if I go to campus, I can see all the dissertations. I'm under the impression that we keep all of them, every single one. I was hoping they would be digital but, if not, I can go to campus.<br />
Anna White: I believe I found the database you were looking for!<br />
https://search.proquest.com/pqdtglobal/index?accountid=12711<br />
Can you send me the title of the dissertation again?<br />
Aaron West: Sure. Hang on<br />
Ida B. Well-Barnett: A Transformative Leader""<br />
Anna White: Here it is: https://search.proquest.com/pqdtglobal/docview/2270019847/5013385951949A2PQ/1?accountid=12711<br />
Aaron West: Yep. Thanks a lot.<br />
Anna White: Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","Anna White","LibChat","Find Thesis/Dissertation","","","","",""
"o34605519","2021-02-22","09:01","office  supplies","","stapler","","Tenia McDow","In Person","","","","Office Supplies","",""
"o34607104","2021-02-22","10:20","I'm looking for a book that is supposed to be on hold?","","Checked book title and directed patron to access services.","","Brittney Farmer","In Person","","Reserves Book","","","",""
"o34607167","2021-02-22","10:23","Where can I find a copy of the 1994 Spring Commencement Program","","<p>You can look at the aggie website under archives and they will let you know if they have it or not. You can also call archives at <span style=""font-family:Montserrat, Helvetica, Arial, 'san-serif';font-size:12.288px;letter-spacing:0.768px;"">336.285.4176. and someone will get back to you. If you have any other question please let us know. thank you.</span></p>","","Tenia McDow","LibAnswers System","Archives/Yearbook","","","","","6872958"
"o34607498","2021-02-22","10:36","How to set up a zoom meeting request for instruction","","Francene: How to set up a zoom meeting request for instruction<br />
Tenia McDow: Is this Francene Moore<br />
Francene: yes. a student sent me an email that she had requested instruction last week and again this weekend.  i don't have a form or a request.<br />
Or know how to set up a zoom link<br />
Tenia McDow: Email the request to Joanie and Carlos so they can schedule it. <br />
Francene: ok","","Tenia McDow","LibChat","","","","","Other Information",""
"o34607949","2021-02-22","10:54","Hello! I was looking to gain access to this journal article. Metal Export by CusCFBA, the Periplasmic Cu(I)/Ag(I) Transport System of Escherichia coli","","Brittany Sanders: Hello! <br />
I was looking to gain access to this journal article. Metal Export by CusCFBA, the Periplasmic Cu(I)/Ag(I) Transport System of Escherichia coli<br />
Carlos Grooms: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
Brittany Sanders: thank you<br />
Carlos Grooms: One moment please, I will be right with you.<br />
Attached a file: https://ncat.libanswers.com/chat_file.php?i=2202&amp;f=221933<br />
<br />
Please see the attached article Mental Export by CusCFBA<br />
Brittany Sanders: Thank you very much.<br />
Carlos Grooms: One moment please, I will be right with you.<br />
I'm still searching for your other request, can you please give me your email and I can send a response to you at a later time. <br />
Carlos Grooms: One moment please, I will be right with you.<br />
Carlos Grooms: Brittany are you still there?<br />
Brittany Sanders: Yes<br />
Carlos Grooms: Can you leave your email so I can email you the rest of your request? <br />
Brittany Sanders: oh sure sorry<br />
brsander@aggies.ncat.edu<br />
Carlos Grooms: Thank you, I will get back with you asap.  And Thank you for using NCAT Ask A Librarian. Please come back any time you need library assistance.<br />
Brittany Sanders: Thank you very much.","","Carlos Grooms","LibChat","Find Journal","","","","",""
"o34609475","2021-02-22","11:51","how i  take poop","","part: how i  take poop<br />
Carlos Grooms: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
I am sorry, I don't understand your question. Can you rephrase it for me, please?<br />
part: fuck<br />
you","Banned IP Address for offensive language","Carlos Grooms","LibChat","","","","","Nuissance Call",""
